81fdc249b649f771f9cce9e62d082d1a a239a2ac588cd28330c113555b7f9af1 || 0 1 1 || 0 1 1 ||
a4a1864cd83dd3bd4ef697de0ccc4328 c22f8d465e291a64c29feb0729a39e7d || 0 1 1 || 0 1 1 ||
0676a54bd77628497a33d0ae2febd509 a5c255bfb6af938310f8955675c92db7 || 0 0 1 || 0 0 1 ||
9792d36be0ff5946f1dcfdd7481e1c27 675bdd2b0e550551fcd9dcc0ce35aa4b || 0 1 0 || 0 1 0 ||
48eb1766a94e969454e4427b5bf4e019 26922146fc092744eeba97b529e74380 || 0 0 0 || 0 0 0 ||
c9ab7324110b14b8144d652ccb079791 f5cc922ebec7db62927113d3d711b503 || 0 1 1 || 0 1 1 ||
7fda07e4ec200349693400dffa2cdabc 4d0c61fb18dd91b907471b4cb3fc44a8 || 0 0 0 || 0 0 0 ||
ac4077fb1eb5d380a7517ec0d1c0681a ed792b524e39d4d77af6071f03206145 || 0 1 1 || 0 1 1 ||
32f742fb046d08a7b693ff48fd70c4ec 3bf68c61841d4d76dfc646d17dceef7d || 0 1 1 || 0 1 1 ||
bc35886209cf18d340cd2c1c8bf741a6 0992edf9473279688eb5ab9c8cbc4fdd || 0 1 0 || 0 1 0 ||
1b4abb18d494011ea781fa6a0b133486 e1a20fe6434c6032011279a6a0f004fc || 0 0 1 || 0 0 1 ||
b971a57857af37a71a4fa2e8b5e5ae5a b88edf7b524cdd2eaa3399f9ecb6167c || 0 0 0 || 0 0 0 ||
2f724f952ae65c28f561bcd834996ce0 3acd8d6697c4526edac5b7eac2c4f8b6 || 0 1 1 || 0 1 1 ||
3edbb3edb1757093b6dd9304895ec328 5005d28274399223b1a764a9b687ef1f || 0 1 1 || 0 1 1 ||
f6bd1bdbeb3c4f8a6682b783149893f2 a62f7c49b9cfb1cfdd7371a463c2289a || 0 0 0 || 0 0 0 ||
3e0849642a09f6c0bb4bd74a030bdcfb e2cfeef6a5f6356a5fd542195a4aa1af || 0 0 1 || 0 0 1 ||
d5a67898ab94034a0f46a59406371837 1154409e91517a8395ef4fae55505edd || 0 1 0 || 0 1 0 ||
9026e10ac01e60959fc6577638c53603 7954052a71ac4ab63bde2e2c9a527c62 || 0 1 0 || 0 1 0 ||
bd5f6ca1b4f1de71ad539a6b779bee6c 657baa5a4903ec3de56db987fe146abb || 0 1 0 || 0 1 0 ||
8155b0e063abf1bc3f86030387b17df3 358ec687b89b251760cadd27ce7960e5 || 0 1 0 || 0 1 0 ||
d116ece00879cf01ca0540993c7c0956 7da009f9b2bb234965958f53b5912da6 || 0 1 0 || 0 1 0 ||
7e5378878f8e35383049af0461f369a4 c95d278ff06887094b6c858eb9e72d8f || 0 0 1 || 0 0 1 ||
9e8c2e65cfdd0d775f7bbc5f40754e7d 5e3655e93f2e331534ebff4338e44ecf || 0 1 0 || 0 1 0 ||
a57b088a33ca0d82a5142d66e72a39cf 7c342ed7d4f31c66c9eaf99b7c51eef3 || 0 1 0 || 0 1 0 ||
e71c048c2afbdaca90334a4aab1f35a2 97be93dd38476a8adee34df195deb2db || 0 0 0 || 0 0 0 ||
485cfe115e48ab3359abccd98fa66498 920ae7518707223a78642da70da75bdf || 0 0 1 || 0 0 1 ||
2465a4506db4544d22a8b216f4c84fdd 133d1f6c5275caa8563741dc6bafc634 || 0 0 0 || 0 0 0 ||
7c51b2de0e7495c482a0d4d60c846d96 f210a5a9a8cc8e445f71757673913d9f || 0 0 1 || 0 0 1 ||
0d26e05e504c6b0a326fd68cf359b2fa 4443461d8189b75f1af66d070af4acf1 || 0 1 1 || 0 1 1 ||
ca685242ee10608c51750d69689f8f03 3a1ce756131f53d5ddc18ba2bdc26497 || 0 1 0 || 0 1 0 ||
2238f873a0d4fa204f2f1530d76bc9ea 048f16c9731491752d3284f92a62ceb1 || 0 0 0 || 0 0 0 ||
ddb9d70e6a2d2ebe5a7f8ac618786d24 aa5cd814b93d39b67cb9702888b163ae || 0 0 0 || 0 0 0 ||
503569f9c788cf4fbb4548ab099811d0 9229d168bd9211995a45f91a590a8610 || 0 0 1 || 0 0 1 ||
a097765e93808b76a6c112db33a9e193 14ffaf6370e97a0625fca9098eccb822 || 0 1 0 || 0 1 0 ||
23311f1252b2bb42491e7cfa26a9ecd1 3e52b2fa109fb639b8593b854b6a90f0 || 0 1 1 || 0 1 1 ||
6c819ac7f98488b9d5649ef0a385fce5 8a6139920e69fc1b49faca481691c597 || 0 0 1 || 0 0 1 ||
e70fe69d2f40f5a66e5bacbf01b804ff 167180192b0590181bea505a68f68ebf || 0 1 0 || 0 1 0 ||
1e9ed37cb6a24f2f62ed13f6df139943 d1f0f06133a773c5fd2f701afea90b7d || 0 0 1 || 0 0 1 ||
25ab89c8ac199ef27b52c8fd0fc6fec6 1ceaa90e1629c673d94b2950cd0fd136 || 0 0 0 || 0 0 0 ||
4d52c932fa219bf0f99bc071eebe1ed2 e6eb21604cc2d20c85d864fa8f3715b3 || 0 0 1 || 0 0 1 ||
5f4b1ed5ccfc73056e4a5fdd99ef1fba a35ad562475fb9fe1cec608cb8fdf6f0 || 0 0 1 || 0 0 1 ||
a786d5128bc67518a88b6cda5c291994 a0386b00eafc24fcdab503c5d083bb12 || 0 0 0 || 0 0 0 ||
0ffc5f9c8ec8f283f4437972946475c4 cd51d5100274a97295966523d8bbf75b || 0 0 1 || 0 0 1 ||
fe1523016bf6adf636f1c97632405c5a e408427f03efd3f79282f23e5a7f64a6 || 0 0 0 || 0 0 0 ||
ce710308ee1fed1f0d094d12efefa48b d45e8777747f58e6a15a07a73d51f62f || 0 1 1 || 0 1 1 ||
3acbd85ffe886417e888e7347c909ca8 fd58aacfd49e4b6c52be435b4e807c77 || 0 0 1 || 0 0 1 ||
18859b0015428089cd3f804ac141c69c 2f51ec993e93d3ebbe2225f2dee32df1 || 0 1 1 || 0 1 1 ||
8f14d2fc423bf52c8fdd3fa1d52b74c4 ec4045e08c1c7e9cf493ca6f76459f3e || 0 1 1 || 0 1 1 ||
c3655a156c764b5836f77be3f3d0c7b7 b45a8243ca27460e259a12bab0c818a1 || 0 0 0 || 0 0 0 ||
44f49bff2dbf01c9d69f346933d98dd0 65aa16acdfded03e02165bd6880f5c1c || 0 1 1 || 0 1 1 ||
959df3352da60b82e8f08de18342bc2c 0a350dc3e80963f034716f267576d41b || 0 1 0 || 0 1 0 ||
288d8ea3ed7befb598695214c226ade4 abd394bccc18e413628190b0b9e7dc57 || 0 0 1 || 0 0 1 ||
b698beb847d8b072221ecf6b6506a782 538482af6c4e8d1f218ff6e09eae85d1 || 0 1 0 || 0 1 0 ||
9373e4bac9fc3384bb3b923a3dc23d85 72189d16fda51164e3c9806c749d1c1f || 0 1 0 || 0 1 0 ||
b589e686cb56b8c67b02dd6356d8f8f2 bc6301b735ed838280629b27e50a0ad7 || 0 1 1 || 0 1 1 ||
d619b53851dee8f0fc8d4772ec07eb64 56cd95bfa6c21b53dd3cd7403d81fc18 || 0 1 0 || 0 1 0 ||
55580fc36676c1aa0f5d28a5b21bf42d 330bdb65b798130a6f0ce161fe7a3498 || 0 0 0 || 0 0 0 ||
4c0b8dbdf07a500dfdd47e4bf24e3679 5fadbedf50481317e160293e25a76727 || 0 1 1 || 0 1 1 ||
7d4a840b92dadd64c23541e4f5013b7c 15b6ed245d3a41ca4f4f31cedb09ca8b || 0 0 0 || 0 0 0 ||
93452fac0dac8d9e981f42b4e980cd03 72c298e46f99ecf24296915ad3f84504 || 0 1 0 || 0 1 0 ||
b34fc2398ab44cbbeeccaa3312e75b8c 42076d3711478ac45f9a1ae5042d30ec || 0 1 0 || 0 1 0 ||
bb9d77d000d9fc473abf5c6aacc5b72e 2e873de65795698dac929e799b3f073b || 0 1 0 || 0 1 0 ||
ceb0bc849b635fa0917b7b2524e8a35b c25c6716c4e7b317d1dd8b6d4baf9610 || 0 0 0 || 0 0 0 ||
221c6f6a8f92344b91a2495609035596 f4242f3694ffb069d2428376fe18e88a || 0 0 1 || 0 0 1 ||
a8f09ae48e125d3522f95d4341be2dca eb221a31193c04befdbab8b23ee09c5b || 0 1 1 || 0 1 1 ||
cae5c33929618decca1ea3308b557777 6b00f629ae60ccaa4dc8127273f7b416 || 0 1 0 || 0 1 0 ||
ccfa53a5443ba45a88fe422c105e82f1 29b4df539184d4129ddf44060e43d4ee || 0 1 0 || 0 1 0 ||
dad473936ae30dac06aedd1d9cd2cfe9 7f5c2bfe4b505b22a58e51474667d99b || 0 1 0 || 0 1 0 ||
6977281666782c3168f4dacf5abe648f d53df9687e708190fddd65e28369ecef || 0 0 1 || 0 0 1 ||
cdeb09839ec17ea759e5a17ca2e8ab11 2d5218467be410808a614d3f32878680 || 0 1 0 || 0 1 0 ||
92eb015dfd996ea1da9c2f60b8db5a3e b0e97bbcba6ea94136719c8ca86aded2 || 0 1 1 || 0 1 1 ||
2907d0949e9d2f744e03bac91f1459eb 36d5444c6432a59d2a6e68e3d473372e || 0 1 1 || 0 1 1 ||
b68c21fddb9145e2a98d6e788fa526ef b1056ada8bbae01dbcf92614f3d7bdc6 || 0 0 0 || 0 0 0 ||
acbd1adc42faa3f05fe8329a039b46ed 3759d9ef842c00d65975487b552b5e29 || 0 1 0 || 0 1 0 ||
7d50aeb11221aefedf1797f437d82867 fbd440e45094f72ed4ff60ef6702395b || 0 0 1 || 0 0 1 ||
bbb8bfa7ba9658d095eb8ac84ca45343 6ec731cb5c1e165b1ce1382808c840ef || 0 1 0 || 0 1 0 ||
3bc95edeac2f75e9474967b5422b2afa 8d6daa0052378659f0b6c323db88756b || 0 0 1 || 0 0 1 ||
9a4d1774dc4c719f93a03a5de2ab4f3c d446ba1e9a74db014f7454a510f42d97 || 0 1 1 || 0 1 1 ||
6d48f03949860deb03bffc7b6301202e fbd9504d04a701fa11b518a28ebd88d6 || 0 0 1 || 0 0 1 ||
1f07f5a6fa22ad83d7436280106e773a d569378c831147f2d2aa4361d39c2964 || 0 0 1 || 0 0 1 ||
2bd5e8f547d8f97e50e33c9986379fed e1b3ef691eab92e135a5fa6c7a2e2cbb || 0 0 1 || 0 0 1 ||
bed50cadeb75a9be080f5b50bbaf40d6 9fcf4d1ed54f7982fe70ee0f95a8afea || 0 0 0 || 0 0 0 ||
e98408814af6da2e3961a7a99c9933fa 671f98758fd7a2745d279918f9d601d7 || 0 1 0 || 0 1 0 ||
3b255b352bed3f0c4d5088d1e406479e 2517154c099b7ddaaead9d8940c3282b || 0 0 0 || 0 0 0 ||
cce9998282eb2427d5a2bc8d2b5964d3 c6019420a98816a5453d8e3637e5430b || 0 0 0 || 0 0 0 ||
c9abd4bcb79ad025fcba857bd9876190 b4888edd1915eac3db18c5d2d7b2a2a3 || 0 0 0 || 0 0 0 ||
755490c18e4bcb97dfb92f8a32d15662 24c7d729d1cc9e8e2d5b050630e8dcbb || 0 0 0 || 0 0 0 ||
e237feb8146865babd2db580520fff07 356f74c04e5cd155a0905cd818012d13 || 0 1 0 || 0 1 0 ||
7f70c2adb60b12655500bf7baad29527 f545d4ed8b3b0da4c8e62862d7b2c05a || 0 0 1 || 0 0 1 ||
c2d338fdaafd24974cdf05192930bc59 facde90b68c9d190f5771ba2b50137e2 || 0 1 1 || 0 1 1 ||
4b99cfdf14f6d7a499b9a5224782c21a 2287ecd50e71c3266bb122698176d0eb || 0 0 0 || 0 0 0 ||
f9f97c10e43945128e0284762409cf26 a6b971aeadd9f86641529726fdf8bb81 || 0 0 0 || 0 0 0 ||
b8c8d6d4fba11d48db1770257b30c513 bbae02285cb0df6ce986bc445420d7dd || 0 1 1 || 0 1 1 ||
f23778c98a705b54e5e275a1aed58838 507f15bad3d4b3cbe16a21b09658c7b6 || 0 1 0 || 0 1 0 ||
d67b07316e6c12fd7b0bdf53d47da172 a14b4e49dc5c676963a9cf8129cfc87f || 0 0 0 || 0 0 0 ||
3c281046c62385ecf76613b86cf5a69b eb628a0090c33610db21cba6a7a21e2b || 0 0 1 || 0 0 1 ||
865f89961e5155522f122601a564bf99 4bc53603d7a75c246ce4af28dc8c235e || 0 1 0 || 0 1 0 ||
2380fd49ae9602c9c0789aa50b37e6f2 5f1dce5cf885eac79ab0eb952fbcf097 || 0 1 1 || 0 1 1 ||
350901824ad8b5057690de4c093b74fa a1aae5a559d2535c8fc285988b3caa9f || 0 0 1 || 0 0 1 ||
d38a960e8b436a6453f9bfd977fff4c3 4880a580c1fe94a5dff9aba10b473c74 || 0 1 0 || 0 1 0 ||
5da592d97717b08d7431632d97287740 0e0293839660efe74ef77b4640377c5e || 0 0 0 || 0 0 0 ||
b176195f027c916927ab3ccc418ed7b5 c7eacc26b90c9e5d547c2016d5a11892 || 0 1 1 || 0 1 1 ||
65df861ea4c4923c957c0254053a8d07 2175b27ca1bb77f3ed014aa8a8357e2d || 0 0 0 || 0 0 0 ||
4f8ad638b00e6f3b7cb4ee4ca922fafa 421de1534e0c30c59d2e563184dba497 || 0 0 0 || 0 0 0 ||
2327f06225de0ee4be864b465e346e6a 7fbed7c58cf6aa9b9bd50fdab265d829 || 0 1 1 || 0 1 1 ||
aded6f272abc2fdb532aa7c47d7d247d 93b49d6c77a05f48d5b2f705d9992c25 || 0 0 0 || 0 0 0 ||
3d5642b09ead6336e3266db4d3486bfd e9da5f5fb33aa50dfca8e66809dcc984 || 0 0 1 || 0 0 1 ||
9a84cf7297daca720123259a723f2a25 2397aff630f1774cba59a47711e7ab4a || 0 1 0 || 0 1 0 ||
5c28aff3503fd30cc88fdea446dd4cfd 7d568930e41bf18045089809a2f6e981 || 0 1 1 || 0 1 1 ||
ccfe529f90b9177676e719690e86467e df773a7455b6cbb3a4b4c5654dfbd026 || 0 1 1 || 0 1 1 ||
7a9dca657ce26870cb5911ed487f4a09 40aa901c475e090d3863bbe29d4c8b49 || 0 0 0 || 0 0 0 ||
2a23629b88ac43763d56adf72490bccf e5403adf4b693ee69bf372e17020ed6e || 0 0 1 || 0 0 1 ||
f5546ff6c59d0d67a894fe4b62d5bd3b fa87b327c27662d92f2a5a11b3cfda28 || 0 1 1 || 0 1 1 ||
aa30b984e5279003ad61b6e114f09c4a abf304f0967472209206820779868467 || 0 1 1 || 0 1 1 ||
1f0b55c24824fcda5b85265ce2c7b2f5 1e32d422fd5d8da4ee749cb4a5fe6c2f || 0 0 0 || 0 0 0 ||
8fb3edfcfbadcd8f4a50c798edca37b5 5d8f4931b62f7659a81a3753be930c66 || 0 1 0 || 0 1 0 ||
f4a1ed9f80c75556ee15493a5c42169e a987a4d9500670a0b4b56d418bde51a3 || 0 0 0 || 0 0 0 ||
77b5d1d6799e39ed2e313f6e99a80fa2 8c835180363dfa306a2983560601d775 || 0 0 1 || 0 0 1 ||
90fa7314e0ced6b071c6b242a1c4163f f3cc9cdf49e0bd3c0d106f4041b27a63 || 0 1 1 || 0 1 1 ||
f34d411785a801a06dd9cf8c998946d2 a3f84b477260a1521470ea35e4c2b3a2 || 0 0 0 || 0 0 0 ||
c163624ee8a61701debbd73d8993b579 3926d10abd6dfd39cb9bea03d900076d || 0 1 0 || 0 1 0 ||
588c5faf28f8d22024d9820c36c09309 cd0487cb2d12b933b11bedd55b488ec8 || 0 0 1 || 0 0 1 ||
02f45241ac4ea7d8b458846d590044cc 31c71a8d4693cdfd280acc5441e6c46b || 0 1 1 || 0 1 1 ||
ccaa98e17499f30c73da05968d049f62 821865ecc5eaea15ad5e621c1c2b45b0 || 0 0 0 || 0 0 0 ||
37f7fd67719b53db53a08cba698a7c8c 42dcf6d770109f7ea41ffe5f584b2b37 || 0 1 1 || 0 1 1 ||
75671394437db7cbec302ff301e1c6d0 6ad328db79225fb833c85f54d55953b3 || 0 0 0 || 0 0 0 ||
17b901cde403d71a22faece67e121bd8 1f78e0d50c92e52b8bad98ef9213b228 || 0 1 1 || 0 1 1 ||
c51242ac4aefa26741599afc17e2dc1a 8b35fd3d912dc8edec67851fb70f5913 || 0 0 0 || 0 0 0 ||
36dee2b93e5654488b9bdd464f454d44 6a547f7814d81f2aae626b8beb687732 || 0 1 1 || 0 1 1 ||
e236b91722091bc9ad6038912e970d18 3e1f0fca439d17d761bd7d67aed8bff4 || 0 1 0 || 0 1 0 ||
a5e92083087644d736ac091323cb9ed1 7dfb2ac97c14c8c6489c43283970744c || 0 1 0 || 0 1 0 ||
22bfbef0c543e72ab9d455b917784e13 772a50f64064410138f9d6b906e7560c || 0 1 1 || 0 1 1 ||
97360c367371f6ab29b0621d5b2cace3 60d5761155dfea8db230095f32e5d331 || 0 1 0 || 0 1 0 ||
5464e679f17eb20c3636b13b19626431 fb7662014aabb94de2c2e6e8ad5fbc89 || 0 0 1 || 0 0 1 ||
33d332cdcada530a866b84f6598deb7f 6e21bf47c2be611bbdb155b9c7a621e5 || 0 1 1 || 0 1 1 ||
4353c71bc1745597f863d88b330a68f0 77e23bdff6e4add678c094a572dbeab4 || 0 1 1 || 0 1 1 ||
9bff481155456d723a5d2d024c7f551a ffef6306f85d309d9c679c1ca4b8ff00 || 0 1 1 || 0 1 1 ||
0a62b74c11ca245415b3bfd4603a6fee 4dafc09a526915d6391f8c44157cf795 || 0 1 1 || 0 1 1 ||
a6f612c25c9b774e6f1fb8ec018b0344 259fb3042e808c7d5097aa6aeec2eb93 || 0 1 0 || 0 1 0 ||
abc797eacaa78cf84216d1d573fd5003 3016569ec202657fdb047d30013bafcd || 0 1 0 || 0 1 0 ||
01c2ec186be8ec8c53566a6139e28dfd 295694a76e6e8b0fc470e4b8e11ce8eb || 0 1 1 || 0 1 1 ||
023d0a7903f9c03e88e9ca2cbe130023 4fdeebb1b1a10727a23c9be0f4e39025 || 0 1 1 || 0 1 1 ||
057118439988e7ec67afc8c0e11e2dff cde6d8fc7784dfc51575e0bf43344226 || 0 0 1 || 0 0 1 ||
3c52f749acad53516550409f184241f0 792266d476fdc33eef9d9489080177d4 || 0 1 1 || 0 1 1 ||
3523e81c2aee38e6cb3ec34fa0610e1f c0a9d4796f8adebfa30465189e4a4333 || 0 0 1 || 0 0 1 ||
1fc32c99f515f2d55f96466000e7703d ae9bdaf9830f4bdecb1752dfe79e78ff || 0 0 1 || 0 0 1 ||
03878aedd3e4bb4c79f9d476e58f7169 01711499cebe180dc490d0143dcde74f || 0 0 0 || 0 0 0 ||
dc91c7aa651d931b29b5d6cd9cc59f9c 25d0807640ca978cd5b2317e412776b2 || 0 1 0 || 0 1 0 ||
31aaf4decd76879ed2615062d4be0ac8 179b47198cca0f3a6c08ee2d917643b6 || 0 0 0 || 0 0 0 ||
467f506acf926c6cc7921d29f471b5a4 14e0089139a9db0a54487cf5b1322fb1 || 0 0 0 || 0 0 0 ||
53db29d2849710d73178c344b856c33a 28a127375aa325aa4add7c6ef3ab7261 || 0 0 0 || 0 0 0 ||
72560dcfa5c3019df435f9722bc4c9a0 70a898327668b0c80ae2baf6b5e833cf || 0 0 0 || 0 0 0 ||
1e3b730fa8c71619b1d3124e7af1fa36 7e51c7e1fb10183a7d8e271f6fa87086 || 0 1 1 || 0 1 1 ||
4bb63d120a3fa8ea657cea4f8ce96fee a6a02f5bb8a980696ebb754b7a782aa9 || 0 0 1 || 0 0 1 ||
0dcc352333d885dedd847a9b3378cc14 840b43f7f95c61fe9a0bd329c8015cad || 0 0 1 || 0 0 1 ||
ab2f3ef8ac92c0d0ac1c27b7a851bd1a 170ed4be1df833f16f3657595edd4583 || 0 1 0 || 0 1 0 ||
d3c414437089faa67776082a3b4a66d8 228955d139c02c89ddf768f077ed3399 || 0 1 0 || 0 1 0 ||
1a30808eb31a08d0618d3aec46d3e651 d014f61ee16062fc27e21da4a06dc008 || 0 0 1 || 0 0 1 ||
9bf7ee69f08117b118256b63a996f901 78f8f4986a1cb14a0dfec6c7001d684f || 0 1 0 || 0 1 0 ||
0ebd63ee3a5b4ba70836857a90e10d03 8f1cf302cd4eaa8e6d4fdcc73609d0bc || 0 0 1 || 0 0 1 ||
64e9ce80f50c928b8d2a755879c065fc 0e128d4e0660700a7d2c55abe556dcad || 0 0 0 || 0 0 0 ||
75bc5da35de7d81d10d79f4caf2f1dab 71a2a56ef93c36ec95bc4bfd2f855935 || 0 0 0 || 0 0 0 ||
0433d18b73494b67809b740b05c33cad 898a847576dce9755cfe4f48808d031d || 0 0 1 || 0 0 1 ||
e0e485cdd86710a511dcb1ddde9568c9 99aeba062aa4d2e61ebcdaf0fd31048b || 0 0 0 || 0 0 0 ||
8fb552b77171fc6bf4c92ed6137049d2 2a3924dcfb183f1204c5588c5aff9c89 || 0 1 0 || 0 1 0 ||
7ecbc28303644b3c73b5379e1165bb6c eb9c3af8ed0acc48895b220de94073a2 || 0 0 1 || 0 0 1 ||
e55b6a2a77bf9eff12a9a13ff1f236e3 ebfbda524b0948e5f060f356942a51b3 || 0 1 1 || 0 1 1 ||
4afab4a070b5c052cd47e31e4d8e44ca 1db6916f6245a4a58af6e2274e66a9eb || 0 0 0 || 0 0 0 ||
a6904b5e2383d6f8bad6237c44ad0b69 daed084f49a567d39741c94571ebca1f || 0 1 1 || 0 1 1 ||
92495ab7a23bea0939b004ce83a2b940 ba4312e7d4c59a2eb8e254744386b5b8 || 0 1 1 || 0 1 1 ||
4584ad07ce85148cbe9c31e0ca9756ff ead767f2d11653e01975e9c26b35f9c7 || 0 0 1 || 0 0 1 ||
103818ba23b06aef5b15a8d49487ed49 3edcdd95b0a1e75e1b016401a846efd7 || 0 1 1 || 0 1 1 ||
c5f1204637ddcc3bec5fbaf93b9201ea 02b36645440e1913d40264c79270fc6d || 0 1 0 || 0 1 0 ||
e15c021dcb8774693d8004fedb261ff1 4d90f8b2781ac525edf4a1ca18a2af04 || 0 1 0 || 0 1 0 ||
77ad3d43ec8b5faa358d7be21d67cec9 c7350cb29ee601e5cfa2c59eee0cd356 || 0 0 1 || 0 0 1 ||
b49282e3227f891280333491838a59a9 c599a408cea9c81cf8bd0bac7536d0e3 || 0 1 1 || 0 1 1 ||
9602aa91041783df75ea65f854e9d957 6801fa1d064f6fef7b174c9a64ade6f5 || 0 1 0 || 0 1 0 ||
b58ce0bd11c40601f120a7f22398d5ef 60e05979a7dd5c01ca0bbf8a51b3f8a6 || 0 1 0 || 0 1 0 ||
bcf35e559ce027351640aa0ff074b598 b253694336dec10cf99a72578b78c618 || 0 0 0 || 0 0 0 ||
d4c69a1538105b37e2723e99673ff886 f9cbc8f5f5491b816deffc8c9a304cc4 || 0 1 1 || 0 1 1 ||
fd66dda2123c3e89dc1c63e642e89359 cb01b3a56db3b90f617c4bb858ae380b || 0 0 0 || 0 0 0 ||
b75aaa99f6fa02fc66c70bf3648ef031 9680b1b1607d11e71c85528e2dff7a79 || 0 0 0 || 0 0 0 ||
9a8a02207156a4ed3dfbb336e0efe00f 57dde3542322c1d669796a9af67887a8 || 0 1 0 || 0 1 0 ||
9d81814b316ff3dc7cf1669d0f350de7 fd384502dee2bccbd9e12121bc8ec9b6 || 0 1 1 || 0 1 1 ||
e45058dc48c2ae4837b7a299f87ecb6e 4d79f33eeb116954e70649bcf9369bfb || 0 1 0 || 0 1 0 ||
7bc17eaef7a19f0897348c428b7bce86 13adcf1a820a38f2f0277b4228e00394 || 0 0 0 || 0 0 0 ||
eb6a92fc60bc89ce63f44f2d87954174 f7b290cf6a0a3fe775b8f89b3a9622cd || 0 1 1 || 0 1 1 ||
585e8e364395cf52c544ee96f1c3d2a7 2dd275d9cf66a3d57d041b0dc24633af || 0 0 0 || 0 0 0 ||
96b24e51604d356db305c2571a74d507 63bba5081230c3bff682b5259002f6bb || 0 1 0 || 0 1 0 ||
505e923e8dd0cbdcfa00aa78f25a8596 2f63a6ebcc8e4b14f6737d2738fb8d5e || 0 0 0 || 0 0 0 ||
38f860226c4af721370e8a75392c6acb 6e8ab0b3ab17553b5c94924aaa357a2b || 0 1 1 || 0 1 1 ||
3c986a0cf00c65bff6b41fbc698cfd8a 2101e385dd51e401eb6fcf37e4c2d2a1 || 0 0 0 || 0 0 0 ||
a82061053dde0f9f14e063a77a4fc03a 35cdb4bae9a96dc8dcfebafb4c1c5686 || 0 1 0 || 0 1 0 ||
8223fc6112674ddb70ff3305855d19c5 b9bd19beae88d5261595e96f63f1b9be || 0 1 1 || 0 1 1 ||
44cd931c1813e3b665404f7f1e928637 b56b11f48c2baaa7b7c5171122a31caf || 0 0 1 || 0 0 1 ||
9d892337218e9cbe114a6dd0c6fb4c10 0f876afd8ca1a89cfd11bfd190494da9 || 0 1 0 || 0 1 0 ||
106ff7781d845ca411b52e412441b4d2 ee7bd74d8d60c9784be0ad55a7194c43 || 0 0 1 || 0 0 1 ||
1bb5dcd2f6d2e0ce336bfbcf1fac53bc 4a8e9d34076e70052094d6e2735826e6 || 0 1 1 || 0 1 1 ||
01c9d20e93b534f5ce57c4d77795f607 d930924051f68cb28733b5e499612f8c || 0 0 1 || 0 0 1 ||
dcf2f6eedcad79e1125e9eb6368fdf8b c0843c51de2e1643eb5da38baa037ab8 || 0 0 0 || 0 0 0 ||
22ef6e71bbcaee70d1c9314570db63b3 0c86a68a0a3ef72594d97cdd9c935969 || 0 0 0 || 0 0 0 ||
51b61fea582a88799074737ecb1f255e eaed5d2fc312e9f317c7dc095c270761 || 0 0 1 || 0 0 1 ||
fbcbc2cfcfdd2ac0c3182acbc0b3be14 82aa2fe72cb3fc629c590288feb41b9e || 0 0 0 || 0 0 0 ||
6d53539a1ac970e412df919007888ad3 f29dbc7874fc3509efbae8cffb6fbe72 || 0 0 1 || 0 0 1 ||
e85d833b874f0004da43c48260660a01 85727fda797b1f72f72ba777b2e8ce26 || 0 0 0 || 0 0 0 ||
6c6c3151954fea8398b7945e9d72254a b5a1eea2b9da07619b9620ab7668d91a || 0 0 1 || 0 0 1 ||
d622ad79f9fde50458e4f2b90bf448eb b70baa880b06c77f92f5c67875cd51e0 || 0 0 0 || 0 0 0 ||
4ed52647caf4a4338cc92aadd355c09f d4a60c9b93727d333fff733e1944c0e6 || 0 0 1 || 0 0 1 ||
aad1d8768bdc2a5038d05e167d29c958 bde934c273a1bf3fd99d5105b245b632 || 0 1 1 || 0 1 1 ||
cbea01c7d7bb071fc2bd5238d2887641 4e612b38b2c44499428566a91759a312 || 0 1 0 || 0 1 0 ||
b73335d221fa6de18a8f567001670e17 4e5f3ec0a738419abcba4124ccdccb65 || 0 1 0 || 0 1 0 ||
76ac1c628868ef55a4c08f5eb3c770ab f81b1b0594e7c61382e28a671723bf64 || 0 0 1 || 0 0 1 ||
236a3d98ce87539d73c4b9681c2aab77 45473119e3f571dfca6e232e89807ced || 0 1 1 || 0 1 1 ||
fb4c7f80b6f28b3342556be79b5a2c22 701016c5fddf160fe4cb0a5b4acc1176 || 0 1 0 || 0 1 0 ||
c0b39a299cd4d07ee0ef2937992e5829 b5de9c35393a07dcad5ce4ef25bab28d || 0 0 0 || 0 0 0 ||
6e012b44270c479a71db706a22c30775 fde76065eb1a9a9d524ba2dfbd81b658 || 0 0 1 || 0 0 1 ||
b5986c9f6980bdf13576f524b07c4a33 73ca771f1462ed9e2cf19a92a40690fd || 0 1 0 || 0 1 0 ||
58ea1be6375461e421b4fe5e5b43103b b45aecc4b155def97eb3ca87b92d4691 || 0 0 1 || 0 0 1 ||
e650b1b12e5e349e6bed3010478cbfae c70c9a79f6ee4f95c5cef102e00dc95f || 0 0 0 || 0 0 0 ||
ff9a32969ff0f821437f622831813805 3a99aaf07d71382389075d067e3fb27a || 0 1 0 || 0 1 0 ||
33030697bf8b7b467c443b4c66c0fec0 6f89b49843fc804d89922ddd929dc31c || 0 1 1 || 0 1 1 ||
f8f620e849fc5bd93d464bd2905b7229 10b0131b11d9c3a0ee35b604257fc6a1 || 0 1 0 || 0 1 0 ||
513f034020f7fea626c18de3273e5d76 834ed3ae27a2592ea4442e805b228bfa || 0 0 1 || 0 0 1 ||
