94c8 9511 || 0 1 1 || 0 1 1 ||
5592 02b4 || 0 0 0 || 0 0 0 ||
fd81 ad54 || 0 0 0 || 0 0 0 ||
cd20 0e80 || 0 1 0 || 0 1 0 ||
ed14 0e96 || 0 1 0 || 0 1 0 ||
a847 93b3 || 0 0 0 || 0 0 0 ||
51a1 5d26 || 0 1 1 || 0 1 1 ||
2575 f455 || 0 0 1 || 0 0 1 ||
63be 2775 || 0 0 0 || 0 0 0 ||
0918 6506 || 0 1 1 || 0 1 1 ||
54c6 905e || 0 0 1 || 0 0 1 ||
4310 bb87 || 0 0 1 || 0 0 1 ||
aeab 35cb || 0 1 0 || 0 1 0 ||
304b 448a || 0 1 1 || 0 1 1 ||
2a4c fe09 || 0 0 1 || 0 0 1 ||
c474 fd51 || 0 1 1 || 0 1 1 ||
87fe 2322 || 0 1 0 || 0 1 0 ||
6664 ea18 || 0 0 1 || 0 0 1 ||
06fe e53b || 0 0 1 || 0 0 1 ||
287b 2ac0 || 0 1 1 || 0 1 1 ||
e34f 2d1a || 0 1 0 || 0 1 0 ||
f57e 6598 || 0 1 0 || 0 1 0 ||
8d72 47ba || 0 1 0 || 0 1 0 ||
d465 a5f4 || 0 0 0 || 0 0 0 ||
2291 8618 || 0 0 1 || 0 0 1 ||
7df7 6fb7 || 0 0 0 || 0 0 0 ||
0ef1 470c || 0 1 1 || 0 1 1 ||
a155 5067 || 0 1 0 || 0 1 0 ||
ed8f 77e0 || 0 1 0 || 0 1 0 ||
4f8b d468 || 0 0 1 || 0 0 1 ||
a0a5 a915 || 0 1 1 || 0 1 1 ||
75d3 7cac || 0 1 1 || 0 1 1 ||
13fa 0a33 || 0 0 0 || 0 0 0 ||
07f1 9839 || 0 0 1 || 0 0 1 ||
d22c 1779 || 0 1 0 || 0 1 0 ||
e5c8 2c8e || 0 1 0 || 0 1 0 ||
98eb b82e || 0 1 1 || 0 1 1 ||
b763 3a83 || 0 1 0 || 0 1 0 ||
9ac5 5b7b || 0 1 0 || 0 1 0 ||
9733 a5fc || 0 1 1 || 0 1 1 ||
a4d7 b9f8 || 0 1 1 || 0 1 1 ||
226b e85f || 0 0 1 || 0 0 1 ||
abd2 6706 || 0 1 0 || 0 1 0 ||
ab89 9df2 || 0 0 0 || 0 0 0 ||
abd0 d83f || 0 1 1 || 0 1 1 ||
1887 3833 || 0 1 1 || 0 1 1 ||
9a2c 26cd || 0 1 0 || 0 1 0 ||
5a7f 8d41 || 0 0 1 || 0 0 1 ||
19ee beaf || 0 0 1 || 0 0 1 ||
d798 65f3 || 0 1 0 || 0 1 0 ||
19e1 2463 || 0 1 1 || 0 1 1 ||
e0f6 b501 || 0 0 0 || 0 0 0 ||
bfa8 09d7 || 0 1 0 || 0 1 0 ||
3cf0 0d50 || 0 0 0 || 0 0 0 ||
74f9 965d || 0 0 1 || 0 0 1 ||
12a1 a095 || 0 0 1 || 0 0 1 ||
9eea 1362 || 0 1 0 || 0 1 0 ||
6fb6 65f3 || 0 0 0 || 0 0 0 ||
8905 a821 || 0 1 1 || 0 1 1 ||
c11b 863a || 0 0 0 || 0 0 0 ||
4d04 9276 || 0 0 1 || 0 0 1 ||
dc2c 392b || 0 1 0 || 0 1 0 ||
c37d 5c84 || 0 1 0 || 0 1 0 ||
0a2b f166 || 0 0 1 || 0 0 1 ||
f8f6 8fdd || 0 0 0 || 0 0 0 ||
064e 2320 || 0 1 1 || 0 1 1 ||
7d92 1eaa || 0 0 0 || 0 0 0 ||
9b31 db72 || 0 1 1 || 0 1 1 ||
f27c af87 || 0 0 0 || 0 0 0 ||
aa4e 2e8b || 0 1 0 || 0 1 0 ||
996d b3cf || 0 1 1 || 0 1 1 ||
9bfe 8ccf || 0 0 0 || 0 0 0 ||
6e85 0da2 || 0 0 0 || 0 0 0 ||
c08b f0f1 || 0 1 1 || 0 1 1 ||
a400 4019 || 0 1 0 || 0 1 0 ||
a578 b94e || 0 1 1 || 0 1 1 ||
4b0f 6d0c || 0 1 1 || 0 1 1 ||
0cf9 0879 || 0 0 0 || 0 0 0 ||
caf6 eca9 || 0 1 1 || 0 1 1 ||
53fa bcb4 || 0 0 1 || 0 0 1 ||
216f 6206 || 0 1 1 || 0 1 1 ||
0e39 bf8f || 0 0 1 || 0 0 1 ||
6bdf 3512 || 0 0 0 || 0 0 0 ||
ded0 2c9f || 0 1 0 || 0 1 0 ||
f22c 1512 || 0 1 0 || 0 1 0 ||
c22e afb8 || 0 0 0 || 0 0 0 ||
eebd abd8 || 0 0 0 || 0 0 0 ||
f54c bc53 || 0 0 0 || 0 0 0 ||
79fb e95b || 0 0 1 || 0 0 1 ||
fb8a d296 || 0 0 0 || 0 0 0 ||
3157 8fe4 || 0 0 1 || 0 0 1 ||
a122 ced9 || 0 1 1 || 0 1 1 ||
b205 badf || 0 1 1 || 0 1 1 ||
b1aa 03cd || 0 1 0 || 0 1 0 ||
4cae ba44 || 0 0 1 || 0 0 1 ||
02cb f247 || 0 0 1 || 0 0 1 ||
f1bf df76 || 0 0 0 || 0 0 0 ||
79cf 0131 || 0 0 0 || 0 0 0 ||
fbfd b990 || 0 0 0 || 0 0 0 ||
924d f5e3 || 0 1 1 || 0 1 1 ||
b35c e62d || 0 1 1 || 0 1 1 ||
2e90 6fd8 || 0 1 1 || 0 1 1 ||
9148 b8ed || 0 1 1 || 0 1 1 ||
e395 b204 || 0 0 0 || 0 0 0 ||
eba1 847d || 0 0 0 || 0 0 0 ||
dcdf f7c6 || 0 1 1 || 0 1 1 ||
7ef9 1b7d || 0 0 0 || 0 0 0 ||
2fcf cb5a || 0 0 1 || 0 0 1 ||
de25 a8ff || 0 0 0 || 0 0 0 ||
f6d2 1c64 || 0 1 0 || 0 1 0 ||
7f74 0689 || 0 0 0 || 0 0 0 ||
448b 3046 || 0 0 0 || 0 0 0 ||
ee90 9038 || 0 0 0 || 0 0 0 ||
44c5 6163 || 0 1 1 || 0 1 1 ||
6ad7 4ee1 || 0 0 0 || 0 0 0 ||
1200 cade || 0 0 1 || 0 0 1 ||
6f17 eff5 || 0 0 1 || 0 0 1 ||
5615 b2b8 || 0 0 1 || 0 0 1 ||
f6de fcdf || 0 1 1 || 0 1 1 ||
99d8 0993 || 0 1 0 || 0 1 0 ||
736d 78ab || 0 1 1 || 0 1 1 ||
6def 373d || 0 0 0 || 0 0 0 ||
2a3f 508c || 0 1 1 || 0 1 1 ||
8618 85e8 || 0 0 0 || 0 0 0 ||
5066 bbdc || 0 0 1 || 0 0 1 ||
037b 4e39 || 0 1 1 || 0 1 1 ||
89d8 5b85 || 0 1 0 || 0 1 0 ||
0ac9 e131 || 0 0 1 || 0 0 1 ||
ec60 9426 || 0 0 0 || 0 0 0 ||
6477 4d0f || 0 0 0 || 0 0 0 ||
5b98 0339 || 0 0 0 || 0 0 0 ||
1b6e 3d44 || 0 1 1 || 0 1 1 ||
e9cb a493 || 0 0 0 || 0 0 0 ||
d0f4 f475 || 0 1 1 || 0 1 1 ||
882a f103 || 0 1 1 || 0 1 1 ||
30ae 59e8 || 0 1 1 || 0 1 1 ||
8c07 747e || 0 1 0 || 0 1 0 ||
72fb 8667 || 0 0 1 || 0 0 1 ||
584a 3737 || 0 0 0 || 0 0 0 ||
818a a2f0 || 0 1 1 || 0 1 1 ||
65e4 76c5 || 0 1 1 || 0 1 1 ||
4cdb 7473 || 0 1 1 || 0 1 1 ||
ba76 4f5f || 0 1 0 || 0 1 0 ||
f268 78cc || 0 1 0 || 0 1 0 ||
33a7 d27e || 0 0 1 || 0 0 1 ||
e2bf 3ce6 || 0 1 0 || 0 1 0 ||
25e8 99be || 0 0 1 || 0 0 1 ||
3676 a9ea || 0 0 1 || 0 0 1 ||
cc04 964f || 0 0 0 || 0 0 0 ||
7b58 72a7 || 0 0 0 || 0 0 0 ||
3090 d28c || 0 0 1 || 0 0 1 ||
3544 6ab0 || 0 1 1 || 0 1 1 ||
4654 15bc || 0 0 0 || 0 0 0 ||
2f9e f77c || 0 0 1 || 0 0 1 ||
5e6a eee9 || 0 0 1 || 0 0 1 ||
43b9 f98f || 0 0 1 || 0 0 1 ||
94ba 0e8d || 0 1 0 || 0 1 0 ||
741d 9026 || 0 0 1 || 0 0 1 ||
04a0 b6ee || 0 0 1 || 0 0 1 ||
d7b8 3814 || 0 1 0 || 0 1 0 ||
1259 ccdc || 0 0 1 || 0 0 1 ||
6dfd d7af || 0 0 1 || 0 0 1 ||
55fe 1f5d || 0 0 0 || 0 0 0 ||
9569 54d7 || 0 1 0 || 0 1 0 ||
a38b bfcf || 0 1 1 || 0 1 1 ||
9627 8848 || 0 0 0 || 0 0 0 ||
5722 d55b || 0 0 1 || 0 0 1 ||
b059 719f || 0 1 0 || 0 1 0 ||
4e9c cd92 || 0 0 1 || 0 0 1 ||
2b6c 242c || 0 0 0 || 0 0 0 ||
f19d 4234 || 0 1 0 || 0 1 0 ||
a66e dffb || 0 1 1 || 0 1 1 ||
b867 c448 || 0 1 1 || 0 1 1 ||
6c49 2d94 || 0 0 0 || 0 0 0 ||
d6db a637 || 0 0 0 || 0 0 0 ||
1702 175b || 0 1 1 || 0 1 1 ||
20e0 a875 || 0 0 1 || 0 0 1 ||
9251 cdb2 || 0 1 1 || 0 1 1 ||
59b9 724c || 0 1 1 || 0 1 1 ||
5360 0568 || 0 0 0 || 0 0 0 ||
0074 0f00 || 0 1 1 || 0 1 1 ||
ce14 62f6 || 0 1 0 || 0 1 0 ||
781e d216 || 0 0 1 || 0 0 1 ||
2b70 18c8 || 0 0 0 || 0 0 0 ||
c704 04bc || 0 1 0 || 0 1 0 ||
1e28 2239 || 0 1 1 || 0 1 1 ||
0b18 0293 || 0 0 0 || 0 0 0 ||
ab0a 42bc || 0 1 0 || 0 1 0 ||
b0c8 1b5d || 0 1 0 || 0 1 0 ||
7f92 697a || 0 0 0 || 0 0 0 ||
7c6c d841 || 0 0 1 || 0 0 1 ||
8335 78de || 0 1 0 || 0 1 0 ||
eaa7 5a22 || 0 1 0 || 0 1 0 ||
8bdc 62e4 || 0 1 0 || 0 1 0 ||
bcc3 8285 || 0 0 0 || 0 0 0 ||
0d31 6321 || 0 1 1 || 0 1 1 ||
8bd4 b226 || 0 1 1 || 0 1 1 ||
88e9 0549 || 0 1 0 || 0 1 0 ||
cbed 58ee || 0 1 0 || 0 1 0 ||
41d8 b725 || 0 0 1 || 0 0 1 ||
e851 3bcd || 0 1 0 || 0 1 0 ||
c2d4 9ab9 || 0 0 0 || 0 0 0 ||
12ed fff2 || 0 0 1 || 0 0 1 ||
aa0d e82e || 0 1 1 || 0 1 1 ||
6a29 5bbe || 0 0 0 || 0 0 0 ||
597c b2d8 || 0 0 1 || 0 0 1 ||
c7dd ea48 || 0 1 1 || 0 1 1 ||
2091 72df || 0 1 1 || 0 1 1 ||
3b63 b54b || 0 0 1 || 0 0 1 ||
fe9e c6a6 || 0 0 0 || 0 0 0 ||
809d 55db || 0 1 0 || 0 1 0 ||
4ebd defe || 0 0 1 || 0 0 1 ||
a3cc 806c || 0 0 0 || 0 0 0 ||
3242 ac1c || 0 0 1 || 0 0 1 ||
610b 30f5 || 0 0 0 || 0 0 0 ||
c385 9702 || 0 0 0 || 0 0 0 ||
93f1 85f2 || 0 0 0 || 0 0 0 ||
9e59 4d1b || 0 1 0 || 0 1 0 ||
4b99 a476 || 0 0 1 || 0 0 1 ||
0ddb c936 || 0 0 1 || 0 0 1 ||
bbdc ead6 || 0 1 1 || 0 1 1 ||
13c1 b6c0 || 0 0 1 || 0 0 1 ||
7446 d0e4 || 0 0 1 || 0 0 1 ||
ad7d 4792 || 0 1 0 || 0 1 0 ||
7d6b 9597 || 0 0 1 || 0 0 1 ||
4db0 f0e2 || 0 0 1 || 0 0 1 ||
b334 5f9d || 0 1 0 || 0 1 0 ||
d5a7 1422 || 0 1 0 || 0 1 0 ||
b7d8 4122 || 0 1 0 || 0 1 0 ||
124f 5d3f || 0 1 1 || 0 1 1 ||
8fc8 2b39 || 0 1 0 || 0 1 0 ||
4e01 df5b || 0 0 1 || 0 0 1 ||
9da8 865c || 0 0 0 || 0 0 0 ||
b9ee bf86 || 0 1 1 || 0 1 1 ||
b100 d795 || 0 1 1 || 0 1 1 ||
7432 e75c || 0 0 1 || 0 0 1 ||
d353 f7b0 || 0 1 1 || 0 1 1 ||
6f5a c4d0 || 0 0 1 || 0 0 1 ||
b750 bb7c || 0 1 1 || 0 1 1 ||
6396 4956 || 0 0 0 || 0 0 0 ||
5e4a 9a1b || 0 0 1 || 0 0 1 ||
ef63 93a1 || 0 0 0 || 0 0 0 ||
5d16 aad7 || 0 0 1 || 0 0 1 ||
21f2 9b74 || 0 0 1 || 0 0 1 ||
0e1f 048f || 0 0 0 || 0 0 0 ||
1299 f75e || 0 0 1 || 0 0 1 ||
f938 61f5 || 0 1 0 || 0 1 0 ||
910c 9830 || 0 1 1 || 0 1 1 ||
3524 a443 || 0 0 1 || 0 0 1 ||
3acb 6c3b || 0 1 1 || 0 1 1 ||
9c32 4d5c || 0 1 0 || 0 1 0 ||
e46f 3f09 || 0 1 0 || 0 1 0 ||
ae9f 4c2c || 0 1 0 || 0 1 0 ||
89d0 a447 || 0 1 1 || 0 1 1 ||
8418 cb60 || 0 1 1 || 0 1 1 ||
afda c0e7 || 0 1 1 || 0 1 1 ||
34a8 8c32 || 0 0 1 || 0 0 1 ||
d752 1b7d || 0 1 0 || 0 1 0 ||
39c5 6516 || 0 1 1 || 0 1 1 ||
d722 4a15 || 0 1 0 || 0 1 0 ||
9195 63a7 || 0 1 0 || 0 1 0 ||
b23e c147 || 0 1 1 || 0 1 1 ||
ac8d 7616 || 0 1 0 || 0 1 0 ||
505d 472e || 0 0 0 || 0 0 0 ||
8189 e264 || 0 1 1 || 0 1 1 ||
35fd b639 || 0 0 1 || 0 0 1 ||
bfa9 93cf || 0 0 0 || 0 0 0 ||
07c3 a545 || 0 0 1 || 0 0 1 ||
27bf 4b0e || 0 1 1 || 0 1 1 ||
b473 4a22 || 0 1 0 || 0 1 0 ||
b6f5 26ff || 0 1 0 || 0 1 0 ||
950b c683 || 0 1 1 || 0 1 1 ||
de26 28dd || 0 1 0 || 0 1 0 ||
17cb a8a8 || 0 0 1 || 0 0 1 ||
ce0b 1b3a || 0 1 0 || 0 1 0 ||
0083 00b5 || 0 1 1 || 0 1 1 ||
ddec 1f3f || 0 1 0 || 0 1 0 ||
e8d2 3a39 || 0 1 0 || 0 1 0 ||
454e 0404 || 0 0 0 || 0 0 0 ||
049e e886 || 0 0 1 || 0 0 1 ||
95f7 b81d || 0 1 1 || 0 1 1 ||
472b f1a6 || 0 0 1 || 0 0 1 ||
ab02 0e90 || 0 1 0 || 0 1 0 ||
88f8 7168 || 0 1 0 || 0 1 0 ||
20fe d183 || 0 0 1 || 0 0 1 ||
75f0 5a0a || 0 0 0 || 0 0 0 ||
0850 b0bd || 0 0 1 || 0 0 1 ||
2ef9 8161 || 0 0 1 || 0 0 1 ||
4226 a309 || 0 0 1 || 0 0 1 ||
53bf b54b || 0 0 1 || 0 0 1 ||
fb21 74b4 || 0 1 0 || 0 1 0 ||
4564 03fa || 0 0 0 || 0 0 0 ||
9d64 6b4b || 0 1 0 || 0 1 0 ||
f0c6 8bfb || 0 0 0 || 0 0 0 ||
70de 2911 || 0 0 0 || 0 0 0 ||
1422 388b || 0 1 1 || 0 1 1 ||
e640 04b3 || 0 1 0 || 0 1 0 ||
3e0a 0f57 || 0 0 0 || 0 0 0 ||
70c6 a4ed || 0 0 1 || 0 0 1 ||
2530 a481 || 0 0 1 || 0 0 1 ||
861f 6c64 || 0 1 0 || 0 1 0 ||
633d e6ea || 0 0 1 || 0 0 1 ||
8ec2 e44e || 0 1 1 || 0 1 1 ||
f3f3 7237 || 0 1 0 || 0 1 0 ||
93ff 9b36 || 0 1 1 || 0 1 1 ||
1c1e 34a9 || 0 1 1 || 0 1 1 ||
8e13 c400 || 0 1 1 || 0 1 1 ||
729e 6752 || 0 0 0 || 0 0 0 ||
fd54 2ed6 || 0 1 0 || 0 1 0 ||
0aba 1183 || 0 1 1 || 0 1 1 ||
4785 85a0 || 0 0 1 || 0 0 1 ||
07dc 795c || 0 1 1 || 0 1 1 ||
7a62 9cf6 || 0 0 1 || 0 0 1 ||
074e cb29 || 0 0 1 || 0 0 1 ||
ae03 5340 || 0 1 0 || 0 1 0 ||
baf4 a867 || 0 0 0 || 0 0 0 ||
f3ec f66e || 0 1 1 || 0 1 1 ||
2960 4770 || 0 1 1 || 0 1 1 ||
c32d ec6e || 0 1 1 || 0 1 1 ||
06d7 70bc || 0 1 1 || 0 1 1 ||
a206 a8f3 || 0 1 1 || 0 1 1 ||
3a69 f9a2 || 0 0 1 || 0 0 1 ||
8f39 dbc4 || 0 1 1 || 0 1 1 ||
34ac f0b4 || 0 0 1 || 0 0 1 ||
5ce9 f621 || 0 0 1 || 0 0 1 ||
1ada 3735 || 0 1 1 || 0 1 1 ||
0058 9498 || 0 0 1 || 0 0 1 ||
9878 c34c || 0 1 1 || 0 1 1 ||
3272 41b8 || 0 1 1 || 0 1 1 ||
e001 cba0 || 0 0 0 || 0 0 0 ||
34b0 18c4 || 0 0 0 || 0 0 0 ||
87cc 8ff0 || 0 1 1 || 0 1 1 ||
41a3 eb48 || 0 0 1 || 0 0 1 ||
04d1 3050 || 0 1 1 || 0 1 1 ||
6825 518a || 0 0 0 || 0 0 0 ||
0acd dd60 || 0 0 1 || 0 0 1 ||
4b27 eef3 || 0 0 1 || 0 0 1 ||
2300 b046 || 0 0 1 || 0 0 1 ||
a816 9cd2 || 0 0 0 || 0 0 0 ||
af67 07cb || 0 1 0 || 0 1 0 ||
a920 3d04 || 0 1 0 || 0 1 0 ||
b482 3b52 || 0 1 0 || 0 1 0 ||
ee71 af42 || 0 0 0 || 0 0 0 ||
59c6 0b07 || 0 0 0 || 0 0 0 ||
340a 054c || 0 0 0 || 0 0 0 ||
7731 ef91 || 0 0 1 || 0 0 1 ||
314d fb29 || 0 0 1 || 0 0 1 ||
3466 6fba || 0 1 1 || 0 1 1 ||
bfe7 ab96 || 0 0 0 || 0 0 0 ||
858d fb7c || 0 1 1 || 0 1 1 ||
6703 ea43 || 0 0 1 || 0 0 1 ||
a33a 809e || 0 0 0 || 0 0 0 ||
4938 a21b || 0 0 1 || 0 0 1 ||
0754 e84b || 0 0 1 || 0 0 1 ||
26f6 b299 || 0 0 1 || 0 0 1 ||
1a22 9446 || 0 0 1 || 0 0 1 ||
e9dd c21d || 0 0 0 || 0 0 0 ||
f580 44aa || 0 1 0 || 0 1 0 ||
5dfe 6531 || 0 1 1 || 0 1 1 ||
c5d5 8e8b || 0 0 0 || 0 0 0 ||
4dfe e1bf || 0 0 1 || 0 0 1 ||
f3d2 3833 || 0 1 0 || 0 1 0 ||
982a f96e || 0 1 1 || 0 1 1 ||
fd77 fc2b || 0 0 0 || 0 0 0 ||
0c0e 5faf || 0 1 1 || 0 1 1 ||
e75e 2baf || 0 1 0 || 0 1 0 ||
98da 6c2c || 0 1 0 || 0 1 0 ||
1894 79f9 || 0 1 1 || 0 1 1 ||
49b4 1479 || 0 0 0 || 0 0 0 ||
955e bf3f || 0 1 1 || 0 1 1 ||
ab83 6759 || 0 1 0 || 0 1 0 ||
d2a0 b67f || 0 0 0 || 0 0 0 ||
830d 937a || 0 1 1 || 0 1 1 ||
3957 287f || 0 0 0 || 0 0 0 ||
d68e 2595 || 0 1 0 || 0 1 0 ||
4b8e 1fb0 || 0 0 0 || 0 0 0 ||
439f 150c || 0 0 0 || 0 0 0 ||
24f7 88cc || 0 0 1 || 0 0 1 ||
e17b e6fc || 0 1 1 || 0 1 1 ||
0b28 7897 || 0 1 1 || 0 1 1 ||
accf c3bf || 0 1 1 || 0 1 1 ||
370e 42ee || 0 1 1 || 0 1 1 ||
c5e0 f40f || 0 1 1 || 0 1 1 ||
7741 ba0e || 0 0 1 || 0 0 1 ||
c287 d81b || 0 1 1 || 0 1 1 ||
5dd4 e5b9 || 0 0 1 || 0 0 1 ||
ad97 98d1 || 0 0 0 || 0 0 0 ||
8bfb fccb || 0 1 1 || 0 1 1 ||
93ec d1b4 || 0 1 1 || 0 1 1 ||
9940 96de || 0 0 0 || 0 0 0 ||
66b1 d0e3 || 0 0 1 || 0 0 1 ||
d087 ccb1 || 0 0 0 || 0 0 0 ||
825a a6ef || 0 1 1 || 0 1 1 ||
7519 4b58 || 0 0 0 || 0 0 0 ||
38d1 fe9a || 0 0 1 || 0 0 1 ||
56ce 1dd4 || 0 0 0 || 0 0 0 ||
8bec 0d55 || 0 1 0 || 0 1 0 ||
9073 2b9a || 0 1 0 || 0 1 0 ||
8840 b6a9 || 0 1 1 || 0 1 1 ||
b64c 784c || 0 1 0 || 0 1 0 ||
4ad7 7266 || 0 1 1 || 0 1 1 ||
810a 7048 || 0 1 0 || 0 1 0 ||
fedc 33f8 || 0 1 0 || 0 1 0 ||
6067 2ada || 0 0 0 || 0 0 0 ||
4c78 1130 || 0 0 0 || 0 0 0 ||
a0e3 9aad || 0 0 0 || 0 0 0 ||
d103 1ad6 || 0 1 0 || 0 1 0 ||
0101 3685 || 0 1 1 || 0 1 1 ||
9610 d0eb || 0 1 1 || 0 1 1 ||
86b3 0698 || 0 1 0 || 0 1 0 ||
a321 4b62 || 0 1 0 || 0 1 0 ||
98af 2a93 || 0 1 0 || 0 1 0 ||
7443 584c || 0 0 0 || 0 0 0 ||
5228 905d || 0 0 1 || 0 0 1 ||
a81e bc9b || 0 1 1 || 0 1 1 ||
c50a 6647 || 0 1 0 || 0 1 0 ||
9f29 ed27 || 0 1 1 || 0 1 1 ||
c71b be0b || 0 0 0 || 0 0 0 ||
b7d8 3d59 || 0 1 0 || 0 1 0 ||
bf12 db9a || 0 1 1 || 0 1 1 ||
7841 1a10 || 0 0 0 || 0 0 0 ||
de99 9ea4 || 0 0 0 || 0 0 0 ||
d153 0a90 || 0 1 0 || 0 1 0 ||
6cc2 37e4 || 0 0 0 || 0 0 0 ||
0eb4 a4f8 || 0 0 1 || 0 0 1 ||
86c6 21fa || 0 1 0 || 0 1 0 ||
f415 7487 || 0 1 0 || 0 1 0 ||
bffb 171f || 0 1 0 || 0 1 0 ||
b39f 9671 || 0 0 0 || 0 0 0 ||
a350 5694 || 0 1 0 || 0 1 0 ||
09d9 51e8 || 0 1 1 || 0 1 1 ||
ff9e 8eb4 || 0 0 0 || 0 0 0 ||
4a9f 1d93 || 0 0 0 || 0 0 0 ||
f9b8 24ab || 0 1 0 || 0 1 0 ||
fdf4 1c6e || 0 1 0 || 0 1 0 ||
edeb 37b3 || 0 1 0 || 0 1 0 ||
c0f8 55fe || 0 1 0 || 0 1 0 ||
12c8 2cab || 0 1 1 || 0 1 1 ||
c7ba 5bb9 || 0 1 0 || 0 1 0 ||
e020 7dbe || 0 1 0 || 0 1 0 ||
040d 0fc1 || 0 1 1 || 0 1 1 ||
eea5 fa66 || 0 1 1 || 0 1 1 ||
b17f c6b6 || 0 1 1 || 0 1 1 ||
23a3 f43a || 0 0 1 || 0 0 1 ||
3a35 7372 || 0 1 1 || 0 1 1 ||
7c97 3124 || 0 0 0 || 0 0 0 ||
ea4c 8696 || 0 0 0 || 0 0 0 ||
8b2c f2e5 || 0 1 1 || 0 1 1 ||
59ea 68e5 || 0 1 1 || 0 1 1 ||
169e 7ad7 || 0 1 1 || 0 1 1 ||
5d10 8999 || 0 0 1 || 0 0 1 ||
8b90 ba7e || 0 1 1 || 0 1 1 ||
e671 9c18 || 0 0 0 || 0 0 0 ||
8248 7109 || 0 1 0 || 0 1 0 ||
83f2 6938 || 0 1 0 || 0 1 0 ||
e245 d722 || 0 0 0 || 0 0 0 ||
beca b2f4 || 0 0 0 || 0 0 0 ||
65c4 cae4 || 0 0 1 || 0 0 1 ||
4dab 73f8 || 0 1 1 || 0 1 1 ||
cf03 e14c || 0 1 1 || 0 1 1 ||
fe10 2c98 || 0 1 0 || 0 1 0 ||
5246 6268 || 0 1 1 || 0 1 1 ||
db3f 4770 || 0 1 0 || 0 1 0 ||
5121 e542 || 0 0 1 || 0 0 1 ||
6e90 08ee || 0 0 0 || 0 0 0 ||
4090 2876 || 0 0 0 || 0 0 0 ||
be3e ced8 || 0 1 1 || 0 1 1 ||
cd40 fefa || 0 1 1 || 0 1 1 ||
f2d6 e821 || 0 0 0 || 0 0 0 ||
5ae4 7ea9 || 0 1 1 || 0 1 1 ||
6701 296c || 0 0 0 || 0 0 0 ||
5ae4 f9bd || 0 0 1 || 0 0 1 ||
9598 66be || 0 1 0 || 0 1 0 ||
2cc9 2003 || 0 0 0 || 0 0 0 ||
3c7f 13ec || 0 0 0 || 0 0 0 ||
d648 9bae || 0 0 0 || 0 0 0 ||
0487 d9cb || 0 0 1 || 0 0 1 ||
eb4e 3b57 || 0 1 0 || 0 1 0 ||
6a89 ad95 || 0 0 1 || 0 0 1 ||
2095 f78a || 0 0 1 || 0 0 1 ||
5369 9eb4 || 0 0 1 || 0 0 1 ||
ef99 42df || 0 1 0 || 0 1 0 ||
8cc6 306f || 0 1 0 || 0 1 0 ||
56f9 6fb4 || 0 1 1 || 0 1 1 ||
427f cab6 || 0 0 1 || 0 0 1 ||
08c9 e924 || 0 0 1 || 0 0 1 ||
54b1 52a1 || 0 0 0 || 0 0 0 ||
1024 7096 || 0 1 1 || 0 1 1 ||
5123 7d02 || 0 1 1 || 0 1 1 ||
ecde ba53 || 0 0 0 || 0 0 0 ||
a5d7 366e || 0 1 0 || 0 1 0 ||
de05 7f35 || 0 1 0 || 0 1 0 ||
a26f 6c55 || 0 1 0 || 0 1 0 ||
1f01 beea || 0 0 1 || 0 0 1 ||
10cd 6e79 || 0 1 1 || 0 1 1 ||
e8e4 bee8 || 0 0 0 || 0 0 0 ||
45c0 6b4d || 0 1 1 || 0 1 1 ||
fbd9 ffde || 0 1 1 || 0 1 1 ||
3d19 a0a0 || 0 0 1 || 0 0 1 ||
5e0c 2424 || 0 0 0 || 0 0 0 ||
9f52 15f4 || 0 1 0 || 0 1 0 ||
f3ab dcde || 0 0 0 || 0 0 0 ||
7e28 8877 || 0 0 1 || 0 0 1 ||
9b9e 7982 || 0 1 0 || 0 1 0 ||
97d3 df9c || 0 1 1 || 0 1 1 ||
784f 713b || 0 0 0 || 0 0 0 ||
b355 ddce || 0 1 1 || 0 1 1 ||
388f 0c62 || 0 0 0 || 0 0 0 ||
310c 6047 || 0 1 1 || 0 1 1 ||
b88a 5f84 || 0 1 0 || 0 1 0 ||
51a9 ea6d || 0 0 1 || 0 0 1 ||
7971 1f8a || 0 0 0 || 0 0 0 ||
fb76 2f72 || 0 1 0 || 0 1 0 ||
c269 e5cc || 0 1 1 || 0 1 1 ||
a611 a4f8 || 0 0 0 || 0 0 0 ||
0732 b792 || 0 0 1 || 0 0 1 ||
b145 d271 || 0 1 1 || 0 1 1 ||
6638 7cfe || 0 1 1 || 0 1 1 ||
92e2 fa4f || 0 1 1 || 0 1 1 ||
f635 a28e || 0 0 0 || 0 0 0 ||
51eb 6a64 || 0 1 1 || 0 1 1 ||
d00e 1099 || 0 1 0 || 0 1 0 ||
8455 1664 || 0 1 0 || 0 1 0 ||
0642 c3ba || 0 0 1 || 0 0 1 ||
2494 30f6 || 0 1 1 || 0 1 1 ||
06d9 4055 || 0 1 1 || 0 1 1 ||
6c4f db14 || 0 0 1 || 0 0 1 ||
d81c 52a3 || 0 1 0 || 0 1 0 ||
d3fc 067f || 0 1 0 || 0 1 0 ||
bf7e 298d || 0 1 0 || 0 1 0 ||
68ce aa79 || 0 0 1 || 0 0 1 ||
db01 6e7d || 0 1 0 || 0 1 0 ||
73b5 46f6 || 0 0 0 || 0 0 0 ||
2fd7 49e3 || 0 1 1 || 0 1 1 ||
